"date","product_id","region_id","product_category","demand","day_of_week","day_of_month","week_of_year","month","quarter","is_weekend","is_federal_holiday","is_ramadan","ramadan_day","is_pre_raya_window","is_pre_cny_window","is_mega_sale","mega_sale_base_magnitude","is_school_holiday","is_government_payday_window","is_private_payday_window","social_media_index","competitor_activity_index","marketing_spend_myr"
"2023-02-24","P001","ECP","Fashion","144","4","24","8","2","1","0","0","0","0","0","0","0","0.0","0","1","0","0.396","0.4773","311.41"
"2023-02-25","P001","ECP","Fashion","139","5","25","8","2","1","1","0","0","0","0","0","0","0.0","0","1","0","0.2829","0.2547","398.66"
"2023-02-26","P001","ECP","Fashion","133","6","26","8","2","1","1","0","0","0","0","0","0","0.0","0","1","0","0.3063","0.3134","566.52"
"2023-02-27","P001","ECP","Fashion","105","0","27","9","2","1","0","0","0","0","0","0","0","0.0","0","0","0","0.4608","0.0248","502.7"
"2023-02-28","P001","ECP","Fashion","118","1","28","9","2","1","0","0","0","0","0","0","0","0.0","0","0","0","0.6482","0.3197","471.77"
"2023-03-01","P001","ECP","Fashion","113","2","1","9","3","1","0","0","0","0","0","0","0","0.0","0","0","1","0.5937","0.0981","438.92"
"2023-03-02","P001","ECP","Fashion","134","3","2","9","3","1","0","0","0","0","0","0","0","0.0","0","0","1","0.5636","0.0634","350.26"
"2023-03-03","P001","ECP","Fashion","229","4","3","9","3","1","0","0","0","0","0","0","1","3.8","0","0","1","1.0","0.3196","1656.02"
"2023-03-04","P001","ECP","Fashion","110","5","4","9","3","1","1","0","0","0","0","0","0","0.0","0","0","0","0.0577","0.0715","478.76"
"2023-03-05","P001","ECP","Fashion","128","6","5","9","3","1","1","0","0","0","0","0","0","0.0","0","0","0","0.5092","0.3429","385.86"
"2023-03-06","P001","ECP","Fashion","105","0","6","10","3","1","0","0","0","0","0","0","0","0.0","0","0","0","0.1999","0.4855","502.26"
"2023-03-07","P001","ECP","Fashion","102","1","7","10","3","1","0","0","0","0","0","0","0","0.0","0","0","0","0.2566","0.49","543.59"
"2023-03-08","P001","ECP","Fashion","119","2","8","10","3","1","0","0","0","0","0","0","0","0.0","0","0","0","0.1953","0.1479","484.95"
"2023-03-09","P001","ECP","Fashion","112","3","9","10","3","1","0","0","0","0","0","0","0","0.0","0","0","0","0.3064","0.1657","508.7"
"2023-03-10","P001","ECP","Fashion","106","4","10","10","3","1","0","0","0","0","1","0","0","0.0","0","0","0","0.1664","0.0807","1005.72"
"2023-03-11","P001","ECP","Fashion","128","5","11","10","3","1","1","0","0","0","1","0","0","0.0","1","0","0","0.1757","0.3464","893.98"
"2023-03-12","P001","ECP","Fashion","111","6","12","10","3","1","1","0","0","0","1","0","0","0.0","1","0","0","0.3284","0.2409","1008.14"
"2023-03-13","P001","ECP","Fashion","107","0","13","11","3","1","0","0","0","0","1","0","0","0.0","1","0","0","0.2894","0.5386","1110.28"
"2023-03-14","P001","ECP","Fashion","111","1","14","11","3","1","0","0","0","0","1","0","0","0.0","1","0","0","0.15","0.294","1155.2"
"2023-03-15","P001","ECP","Fashion","122","2","15","11","3","1","0","0","0","0","1","0","0","0.0","1","0","0","0.4037","0.0999","1118.61"
"2023-03-16","P001","ECP","Fashion","149","3","16","11","3","1","0","0","0","0","1","0","0","0.0","1","0","0","0.4032","0.6769","898.74"
"2023-03-17","P001","ECP","Fashion","141","4","17","11","3","1","0","0","0","0","1","0","0","0.0","1","0","0","0.166","0.5211","1095.43"
"2023-03-18","P001","ECP","Fashion","104","5","18","11","3","1","1","0","0","0","1","0","0","0.0","1","0","0","0.2212","0.4745","1069.82"
"2023-03-19","P001","ECP","Fashion","163","6","19","11","3","1","1","0","0","0","1","0","0","0.0","1","0","0","0.3667","0.5793","893.54"
"2023-03-20","P001","ECP","Fashion","148","0","20","12","3","1","0","0","0","0","1","0","0","0.0","0","0","0","0.3123","0.0739","930.35"
"2023-03-21","P001","ECP","Fashion","173","1","21","12","3","1","0","0","0","0","1","0","0","0.0","0","0","0","0.1676","0.4172","1101.95"
"2023-03-22","P001","ECP","Fashion","207","2","22","12","3","1","0","0","0","0","1","0","0","0.0","0","0","0","0.0323","0.5635","1206.54"
"2023-03-23","P001","ECP","Fashion","199","3","23","12","3","1","0","0","1","1","1","0","0","0.0","0","0","0","0.2515","0.2192","837.49"
"2023-03-24","P001","ECP","Fashion","241","4","24","12","3","1","0","0","1","2","1","0","0","0.0","0","1","0","0.1581","0.4052","1432.91"
"2023-03-25","P001","ECP","Fashion","226","5","25","12","3","1","1","0","1","3","1","0","0","0.0","0","1","0","0.3373","0.1435","1350.82"
"2023-03-26","P001","ECP","Fashion","212","6","26","12","3","1","1","0","1","4","1","0","0","0.0","0","1","0","0.3679","0.4476","1184.35"
"2023-03-27","P001","ECP","Fashion","231","0","27","13","3","1","0","0","1","5","1","0","0","0.0","0","0","0","0.6111","0.5948","1108.48"
"2023-03-28","P001","ECP","Fashion","292","1","28","13","3","1","0","0","1","6","1","0","0","0.0","0","0","0","0.1057","0.2021","1217.35"
"2023-03-29","P001","ECP","Fashion","281","2","29","13","3","1","0","0","1","7","1","0","0","0.0","0","0","0","0.2735","0.1066","1039.5"
"2023-03-30","P001","ECP","Fashion","306","3","30","13","3","1","0","0","1","8","1","0","0","0.0","0","0","0","0.0905","0.0607","1119.35"
"2023-03-31","P001","ECP","Fashion","376","4","31","13","3","1","0","0","1","9","1","0","0","0.0","0","0","0","0.1392","0.3686","895.56"
"2023-04-01","P001","ECP","Fashion","367","5","1","13","4","2","1","0","1","10","1","0","0","0.0","0","0","1","0.8686","0.0839","849.59"
"2023-04-02","P001","ECP","Fashion","368","6","2","13","4","2","1","0","1","11","1","0","0","0.0","0","0","1","0.8016","0.3092","1552.32"
"2023-04-03","P001","ECP","Fashion","512","0","3","14","4","2","0","0","1","12","1","0","0","0.0","0","0","1","0.6257","0.1203","1160.88"
"2023-04-04","P001","ECP","Fashion","1605","1","4","14","4","2","0","0","1","13","1","0","1","3.8","0","0","0","1.0","0.6409","2215.69"
"2023-04-05","P001","ECP","Fashion","1161","2","5","14","4","2","0","0","1","14","1","0","0","0.0","0","0","0","0.8446","0.2693","1144.7"
"2023-04-06","P001","ECP","Fashion","1597","3","6","14","4","2","0","0","1","15","1","0","0","0.0","0","0","0","1.0","0.2554","1007.21"
"2023-04-07","P001","ECP","Fashion","1533","4","7","14","4","2","0","1","1","16","1","0","0","0.0","0","0","0","0.8763","0.0179","1097.03"
"2023-04-08","P001","ECP","Fashion","1068","5","8","14","4","2","1","1","1","17","1","0","0","0.0","0","0","0","0.4054","0.2125","1165.73"
"2023-04-09","P001","ECP","Fashion","771","6","9","14","4","2","1","0","1","18","1","0","0","0.0","0","0","0","0.4627","0.3786","1116.08"
"2023-04-10","P001","ECP","Fashion","661","0","10","15","4","2","0","0","1","19","1","0","0","0.0","0","0","0","0.3197","0.1893","1020.25"
"2023-04-11","P001","ECP","Fashion","735","1","11","15","4","2","0","0","1","20","1","0","0","0.0","0","0","0","0.2874","0.2189","1232.71"
"2023-04-12","P001","ECP","Fashion","782","2","12","15","4","2","0","0","1","21","1","0","0","0.0","0","0","0","0.2126","0.0658","1182.49"
"2023-04-13","P001","ECP","Fashion","773","3","13","15","4","2","0","0","1","22","1","0","0","0.0","0","0","0","0.2013","0.354","1217.78"
"2023-04-14","P001","ECP","Fashion","770","4","14","15","4","2","0","0","1","23","1","0","0","0.0","0","0","0","0.3011","0.2368","1271.62"
"2023-04-15","P001","ECP","Fashion","813","5","15","15","4","2","1","0","1","24","1","0","0","0.0","0","0","0","0.1247","0.0381","1120.58"
"2023-04-16","P001","ECP","Fashion","831","6","16","15","4","2","1","0","1","25","1","0","0","0.0","0","0","0","0.1557","0.2323","1120.87"
"2023-04-17","P001","ECP","Fashion","889","0","17","16","4","2","0","0","1","26","1","0","0","0.0","0","0","0","0.2459","0.3092","1405.72"
"2023-04-18","P001","ECP","Fashion","988","1","18","16","4","2","0","0","1","27","1","0","0","0.0","0","0","0","0.1282","0.2129","987.16"
"2023-04-19","P001","ECP","Fashion","1027","2","19","16","4","2","0","0","1","28","1","0","0","0.0","0","0","0","0.1695","0.1972","826.8"
"2023-04-20","P001","ECP","Fashion","1175","3","20","16","4","2","0","0","1","29","1","0","0","0.0","0","0","0","0.3883","0.3044","1245.83"
"2023-04-21","P001","ECP","Fashion","1360","4","21","16","4","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2404","0.148","452.8"
"2023-04-22","P001","ECP","Fashion","1406","5","22","16","4","2","1","1","0","0","0","0","0","0.0","0","0","0","0.2937","0.2918","419.2"
"2023-04-23","P001","ECP","Fashion","941","6","23","16","4","2","1","0","0","0","0","0","0","0.0","0","0","0","0.8009","0.5433","566.39"
"2023-04-24","P001","ECP","Fashion","909","0","24","17","4","2","0","0","0","0","0","0","0","0.0","0","1","0","0.3323","0.3332","489.14"
"2023-04-25","P001","ECP","Fashion","892","1","25","17","4","2","0","0","0","0","0","0","0","0.0","0","1","0","0.2374","0.1494","405.23"
"2023-04-26","P001","ECP","Fashion","864","2","26","17","4","2","0","0","0","0","0","0","0","0.0","0","1","0","0.4392","0.227","645.12"
"2023-04-27","P001","ECP","Fashion","762","3","27","17","4","2","0","0","0","0","0","0","0","0.0","0","0","0","0.348","0.2202","379.2"
"2023-04-28","P001","ECP","Fashion","680","4","28","17","4","2","0","0","0","0","0","0","0","0.0","0","0","0","0.3864","0.3034","493.5"
"2023-04-29","P001","ECP","Fashion","482","5","29","17","4","2","1","0","0","0","0","0","0","0.0","0","0","0","0.2138","0.0675","358.3"
"2023-04-30","P001","ECP","Fashion","417","6","30","17","4","2","1","0","0","0","0","0","0","0.0","0","0","0","0.1925","0.1096","520.3"
"2023-05-01","P001","ECP","Fashion","445","0","1","18","5","2","0","1","0","0","0","0","0","0.0","0","0","1","0.0888","0.2171","451.92"
"2023-05-02","P001","ECP","Fashion","319","1","2","18","5","2","0","0","0","0","0","0","0","0.0","0","0","1","0.3639","0.6012","561.45"
"2023-05-03","P001","ECP","Fashion","285","2","3","18","5","2","0","0","0","0","0","0","0","0.0","0","0","1","0.637","0.1832","498.7"
"2023-05-04","P001","ECP","Fashion","190","3","4","18","5","2","0","1","0","0","0","0","0","0.0","0","0","0","0.8967","0.6028","601.3"
"2023-05-05","P001","ECP","Fashion","213","4","5","18","5","2","0","0","0","0","0","0","1","4.5","0","0","0","1.0","0.5277","1403.31"
"2023-05-06","P001","ECP","Fashion","92","5","6","18","5","2","1","0","0","0","0","0","0","0.0","0","0","0","0.0204","0.0945","379.66"
"2023-05-07","P001","ECP","Fashion","88","6","7","18","5","2","1","0","0","0","0","0","0","0.0","0","0","0","0.0543","0.3687","517.81"
"2023-05-08","P001","ECP","Fashion","79","0","8","19","5","2","0","0","0","0","0","0","0","0.0","0","0","0","0.0588","0.1654","481.06"
"2023-05-09","P001","ECP","Fashion","89","1","9","19","5","2","0","0","0","0","0","0","0","0.0","0","0","0","0.4512","0.2814","363.56"
"2023-05-10","P001","ECP","Fashion","98","2","10","19","5","2","0","0","0","0","0","0","0","0.0","0","0","0","0.3655","0.3402","420.85"
"2023-05-11","P001","ECP","Fashion","90","3","11","19","5","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2565","0.2526","444.72"
"2023-05-12","P001","ECP","Fashion","82","4","12","19","5","2","0","0","0","0","0","0","0","0.0","0","0","0","0.1892","0.5997","616.65"
"2023-05-13","P001","ECP","Fashion","78","5","13","19","5","2","1","0","0","0","0","0","0","0.0","1","0","0","0.3102","0.4655","553.06"
"2023-05-14","P001","ECP","Fashion","80","6","14","19","5","2","1","0","0","0","0","0","0","0.0","1","0","0","0.1791","0.4478","473.92"
"2023-05-15","P001","ECP","Fashion","74","0","15","20","5","2","0","0","0","0","0","0","0","0.0","1","0","0","0.082","0.0948","535.32"
"2023-05-16","P001","ECP","Fashion","86","1","16","20","5","2","0","0","0","0","0","0","0","0.0","1","0","0","0.6194","0.4688","347.04"
"2023-05-17","P001","ECP","Fashion","105","2","17","20","5","2","0","0","0","0","0","0","0","0.0","1","0","0","0.2672","0.1874","457.63"
"2023-05-18","P001","ECP","Fashion","84","3","18","20","5","2","0","0","0","0","0","0","0","0.0","1","0","0","0.13","0.1894","530.07"
"2023-05-19","P001","ECP","Fashion","90","4","19","20","5","2","0","0","0","0","0","0","0","0.0","1","0","0","0.2097","0.3507","512.4"
"2023-05-20","P001","ECP","Fashion","102","5","20","20","5","2","1","0","0","0","0","0","0","0.0","1","0","0","0.4125","0.0707","459.55"
"2023-05-21","P001","ECP","Fashion","84","6","21","20","5","2","1","0","0","0","0","0","0","0.0","1","0","0","0.3768","0.4383","497.13"
"2023-05-22","P001","ECP","Fashion","78","0","22","21","5","2","0","0","0","0","0","0","0","0.0","0","0","0","0.1435","0.5961","525.36"
"2023-05-23","P001","ECP","Fashion","86","1","23","21","5","2","0","0","0","0","0","0","0","0.0","0","0","0","0.1755","0.4387","499.3"
"2023-05-24","P001","ECP","Fashion","105","2","24","21","5","2","0","0","0","0","0","0","0","0.0","0","1","0","0.5282","0.3115","564.58"
"2023-05-25","P001","ECP","Fashion","117","3","25","21","5","2","0","0","0","0","0","0","0","0.0","0","1","0","0.3182","0.3687","523.9"
"2023-05-26","P001","ECP","Fashion","97","4","26","21","5","2","0","0","0","0","0","0","0","0.0","0","1","0","0.3611","0.2183","538.34"
"2023-05-27","P001","ECP","Fashion","80","5","27","21","5","2","1","0","0","0","0","0","0","0.0","0","0","0","0.1641","0.5454","628.52"
"2023-05-28","P001","ECP","Fashion","71","6","28","21","5","2","1","0","0","0","0","0","0","0.0","0","0","0","0.0662","0.4154","562.06"
"2023-05-29","P001","ECP","Fashion","80","0","29","22","5","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2192","0.029","630.57"
"2023-05-30","P001","ECP","Fashion","75","1","30","22","5","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2874","0.1687","449.61"
"2023-05-31","P001","ECP","Fashion","86","2","31","22","5","2","0","0","0","0","0","0","0","0.0","0","0","0","0.376","0.219","380.57"
"2023-06-01","P001","ECP","Fashion","91","3","1","22","6","2","0","0","0","0","0","0","0","0.0","0","0","1","0.2416","0.2092","489.48"
"2023-06-02","P001","ECP","Fashion","105","4","2","22","6","2","0","0","0","0","0","0","0","0.0","0","0","1","0.0301","0.4929","483.08"
"2023-06-03","P001","ECP","Fashion","88","5","3","22","6","2","1","0","0","0","0","0","0","0.0","0","0","1","0.5346","0.114","609.46"
"2023-06-04","P001","ECP","Fashion","80","6","4","22","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.653","0.0974","415.25"
"2023-06-05","P001","ECP","Fashion","75","0","5","23","6","2","0","1","0","0","0","0","0","0.0","0","0","0","0.5761","0.5495","494.08"
"2023-06-06","P001","ECP","Fashion","197","1","6","23","6","2","0","0","0","0","0","0","1","4.5","0","0","0","0.9083","0.3926","1591.17"
"2023-06-07","P001","ECP","Fashion","79","2","7","23","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.6644","0.1967","507.51"
"2023-06-08","P001","ECP","Fashion","86","3","8","23","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.5108","0.0892","487.14"
"2023-06-09","P001","ECP","Fashion","102","4","9","23","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.5514","0.3547","526.89"
"2023-06-10","P001","ECP","Fashion","89","5","10","23","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.1515","0.3094","580.93"
"2023-06-11","P001","ECP","Fashion","76","6","11","23","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.3731","0.139","615.18"
"2023-06-12","P001","ECP","Fashion","96","0","12","24","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.0402","0.1811","502.46"
"2023-06-13","P001","ECP","Fashion","76","1","13","24","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2241","0.1984","438.81"
"2023-06-14","P001","ECP","Fashion","94","2","14","24","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2625","0.2018","615.09"
"2023-06-15","P001","ECP","Fashion","77","3","15","24","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.325","0.3947","419.18"
"2023-06-16","P001","ECP","Fashion","84","4","16","24","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.3977","0.087","634.29"
"2023-06-17","P001","ECP","Fashion","73","5","17","24","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.3366","0.3122","600.81"
"2023-06-18","P001","ECP","Fashion","77","6","18","24","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.1588","0.1449","611.7"
"2023-06-19","P001","ECP","Fashion","76","0","19","25","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2114","0.2362","551.4"
"2023-06-20","P001","ECP","Fashion","79","1","20","25","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2386","0.2923","341.56"
"2023-06-21","P001","ECP","Fashion","92","2","21","25","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2819","0.3977","422.07"
"2023-06-22","P001","ECP","Fashion","82","3","22","25","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.7878","0.1945","523.02"
"2023-06-23","P001","ECP","Fashion","87","4","23","25","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.4663","0.3213","449.33"
"2023-06-24","P001","ECP","Fashion","96","5","24","25","6","2","1","0","0","0","0","0","0","0.0","0","1","0","0.1662","0.6182","476.35"
"2023-06-25","P001","ECP","Fashion","74","6","25","25","6","2","1","0","0","0","0","0","0","0.0","0","1","0","0.376","0.2492","545.96"
"2023-06-26","P001","ECP","Fashion","78","0","26","26","6","2","0","0","0","0","0","0","0","0.0","0","1","0","0.0402","0.4177","487.25"
"2023-06-27","P001","ECP","Fashion","80","1","27","26","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2314","0.2638","408.57"
"2023-06-28","P001","ECP","Fashion","88","2","28","26","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.1312","0.5723","566.42"
"2023-06-29","P001","ECP","Fashion","95","3","29","26","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2675","0.3131","538.62"
"2023-06-30","P001","ECP","Fashion","82","4","30","26","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2997","0.4529","481.33"
"2023-07-01","P001","ECP","Fashion","85","5","1","26","7","3","1","0","0","0","0","0","0","0.0","0","0","1","0.3401","0.3304","553.34"
"2023-07-02","P001","ECP","Fashion","75","6","2","26","7","3","1","0","0","0","0","0","0","0.0","0","0","1","0.359","0.7518","507.13"
"2023-07-03","P001","ECP","Fashion","83","0","3","27","7","3","0","0","0","0","0","0","0","0.0","0","0","1","0.0256","0.1315","599.85"
"2023-07-04","P001","ECP","Fashion","78","1","4","27","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.2666","0.6189","511.34"
"2023-07-05","P001","ECP","Fashion","82","2","5","27","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.5378","0.5083","599.29"
"2023-07-06","P001","ECP","Fashion","84","3","6","27","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.7548","0.0975","359.48"
"2023-07-07","P001","ECP","Fashion","158","4","7","27","7","3","0","0","0","0","0","0","1","3.5","0","0","0","0.8101","0.6101","1603.32"
"2023-07-08","P001","ECP","Fashion","76","5","8","27","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.2582","0.0835","470.16"
"2023-07-09","P001","ECP","Fashion","69","6","9","27","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.2104","0.2231","435.57"
"2023-07-10","P001","ECP","Fashion","76","0","10","28","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.2594","0.3038","586.89"
"2023-07-11","P001","ECP","Fashion","60","1","11","28","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.2318","0.1394","566.68"
"2023-07-12","P001","ECP","Fashion","79","2","12","28","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.0144","0.3118","349.51"
"2023-07-13","P001","ECP","Fashion","77","3","13","28","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.548","0.1067","553.66"
"2023-07-14","P001","ECP","Fashion","91","4","14","28","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1581","0.2111","544.56"
"2023-07-15","P001","ECP","Fashion","76","5","15","28","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.1595","0.6374","445.77"
"2023-07-16","P001","ECP","Fashion","70","6","16","28","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.5421","0.1323","437.35"
"2023-07-17","P001","ECP","Fashion","73","0","17","29","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1081","0.1585","380.71"
"2023-07-18","P001","ECP","Fashion","75","1","18","29","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1033","0.5523","474.69"
"2023-07-19","P001","ECP","Fashion","84","2","19","29","7","3","0","1","0","0","0","0","0","0.0","0","0","0","0.3429","0.4942","486.69"
"2023-07-20","P001","ECP","Fashion","85","3","20","29","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1578","0.0526","559.77"
"2023-07-21","P001","ECP","Fashion","80","4","21","29","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.2632","0.0819","520.2"
"2023-07-22","P001","ECP","Fashion","76","5","22","29","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.2418","0.0076","420.51"
"2023-07-23","P001","ECP","Fashion","68","6","23","29","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.4394","0.1406","517.92"
"2023-07-24","P001","ECP","Fashion","75","0","24","30","7","3","0","0","0","0","0","0","0","0.0","0","1","0","0.0939","0.2686","480.95"
"2023-07-25","P001","ECP","Fashion","89","1","25","30","7","3","0","0","0","0","0","0","0","0.0","0","1","0","0.3993","0.3348","429.89"
"2023-07-26","P001","ECP","Fashion","96","2","26","30","7","3","0","0","0","0","0","0","0","0.0","0","1","0","0.3006","0.2877","380.79"
"2023-07-27","P001","ECP","Fashion","75","3","27","30","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1604","0.2579","546.86"
"2023-07-28","P001","ECP","Fashion","89","4","28","30","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.0134","0.2064","533.48"
"2023-07-29","P001","ECP","Fashion","84","5","29","30","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.0962","0.1017","541.76"
"2023-07-30","P001","ECP","Fashion","80","6","30","30","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.0302","0.2754","445.38"
"2023-07-31","P001","ECP","Fashion","76","0","31","31","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.3905","0.4859","512.83"
"2023-08-01","P001","ECP","Fashion","92","1","1","31","8","3","0","0","0","0","0","0","0","0.0","0","0","1","0.3153","0.1807","396.85"
"2023-08-02","P001","ECP","Fashion","108","2","2","31","8","3","0","0","0","0","0","0","0","0.0","0","0","1","0.6313","0.356","426.01"
"2023-08-03","P001","ECP","Fashion","91","3","3","31","8","3","0","0","0","0","0","0","0","0.0","0","0","1","0.2652","0.5452","502.53"
"2023-08-04","P001","ECP","Fashion","77","4","4","31","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.0992","0.5962","519.68"
"2023-08-05","P001","ECP","Fashion","70","5","5","31","8","3","1","0","0","0","0","0","0","0.0","0","0","0","0.5058","0.2451","377.84"
"2023-08-06","P001","ECP","Fashion","85","6","6","31","8","3","1","0","0","0","0","0","0","0.0","0","0","0","0.6219","0.0692","420.68"
"2023-08-07","P001","ECP","Fashion","86","0","7","32","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.8172","0.606","472.6"
"2023-08-08","P001","ECP","Fashion","175","1","8","32","8","3","0","0","0","0","0","0","1","4.5","0","0","0","0.8509","0.5998","1715.67"
"2023-08-09","P001","ECP","Fashion","80","2","9","32","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.4247","0.181","439.02"
"2023-08-10","P001","ECP","Fashion","84","3","10","32","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1794","0.1628","510.54"
"2023-08-11","P001","ECP","Fashion","94","4","11","32","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.3073","0.0287","518.4"
"2023-08-12","P001","ECP","Fashion","73","5","12","32","8","3","1","0","0","0","0","0","0","0.0","1","0","0","0.1853","0.3784","481.27"
"2023-08-13","P001","ECP","Fashion","64","6","13","32","8","3","1","0","0","0","0","0","0","0.0","1","0","0","0.2325","0.1202","520.1"
"2023-08-14","P001","ECP","Fashion","89","0","14","33","8","3","0","0","0","0","0","0","0","0.0","1","0","0","0.1903","0.1677","399.13"
"2023-08-15","P001","ECP","Fashion","84","1","15","33","8","3","0","0","0","0","0","0","0","0.0","1","0","0","0.2991","0.2366","450.82"
"2023-08-16","P001","ECP","Fashion","89","2","16","33","8","3","0","0","0","0","0","0","0","0.0","1","0","0","0.3295","0.61","607.58"
"2023-08-17","P001","ECP","Fashion","86","3","17","33","8","3","0","0","0","0","0","0","0","0.0","1","0","0","0.3514","0.3735","612.86"
"2023-08-18","P001","ECP","Fashion","90","4","18","33","8","3","0","0","0","0","0","0","0","0.0","1","0","0","0.1613","0.3794","563.22"
"2023-08-19","P001","ECP","Fashion","73","5","19","33","8","3","1","0","0","0","0","0","0","0.0","1","0","0","0.2617","0.3861","582.53"
"2023-08-20","P001","ECP","Fashion","72","6","20","33","8","3","1","0","0","0","0","0","0","0.0","1","0","0","0.2031","0.2474","363.06"
"2023-08-21","P001","ECP","Fashion","78","0","21","34","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1211","0.0657","428.85"
"2023-08-22","P001","ECP","Fashion","68","1","22","34","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1527","0.1428","476.67"
"2023-08-23","P001","ECP","Fashion","86","2","23","34","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.3274","0.4718","681.17"
"2023-08-24","P001","ECP","Fashion","97","3","24","34","8","3","0","0","0","0","0","0","0","0.0","0","1","0","0.526","0.2547","476.52"
"2023-08-25","P001","ECP","Fashion","96","4","25","34","8","3","0","0","0","0","0","0","0","0.0","0","1","0","0.1225","0.1409","555.87"
"2023-08-26","P001","ECP","Fashion","90","5","26","34","8","3","1","0","0","0","0","0","0","0.0","0","1","0","0.2129","0.6359","528.38"
"2023-08-27","P001","ECP","Fashion","72","6","27","34","8","3","1","0","0","0","0","0","0","0.0","0","0","0","0.5001","0.3876","526.71"
"2023-08-28","P001","ECP","Fashion","67","0","28","35","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1037","0.3451","498.24"
"2023-08-29","P001","ECP","Fashion","86","1","29","35","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1645","0.2737","410.0"
"2023-08-30","P001","ECP","Fashion","87","2","30","35","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.3158","0.1614","300.0"
"2023-08-31","P001","ECP","Fashion","101","3","31","35","8","3","0","1","0","0","0","0","0","0.0","0","0","0","0.3098","0.2738","596.14"
"2023-09-01","P001","ECP","Fashion","98","4","1","35","9","3","0","0","0","0","0","0","0","0.0","0","0","1","0.676","0.2085","453.76"
"2023-09-02","P001","ECP","Fashion","91","5","2","35","9","3","1","0","0","0","0","0","0","0.0","0","0","1","0.2451","0.2169","359.97"
"2023-09-03","P001","ECP","Fashion","84","6","3","35","9","3","1","0","0","0","0","0","0","0.0","0","0","1","0.2697","0.0271","532.85"
"2023-09-04","P001","ECP","Fashion","66","0","4","36","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.2679","0.4616","531.41"
"2023-09-05","P001","ECP","Fashion","91","1","5","36","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.2913","0.3183","557.59"
