"date","product_id","region_id","day_of_week","month","is_weekend","is_mega_sale","is_ramadan","is_pre_raya_window","is_pre_cny_window","viral_shock_active","any_shock_active","elasticity_coefficient","demand_forecast","inventory_level","competitor_price","base_price","realized_demand","stockout_flag"
"2024-02-05","P001","ECP","0","2","0","0","0","0","1","0","1","-2.24","128","7324","85.91","89.0","110","0"
"2024-02-06","P001","ECP","1","2","0","0","0","0","1","0","1","-2.24","104","7168","77.03","89.0","156","0"
"2024-02-07","P001","ECP","2","2","0","0","0","0","1","0","1","-2.24","166","7018","79.19","89.0","150","0"
"2024-02-08","P001","ECP","3","2","0","0","0","0","1","0","1","-2.24","171","6856","76.91","89.0","162","0"
"2024-02-09","P001","ECP","4","2","0","0","0","0","1","0","1","-2.24","157","6705","73.37","89.0","151","0"
"2024-02-10","P001","ECP","5","2","1","0","0","0","0","0","0","-2.24","156","6515","71.2","89.0","190","0"
"2024-02-11","P001","ECP","6","2","1","0","0","0","0","0","0","-2.24","132","6391","71.2","89.0","124","0"
"2024-02-12","P001","ECP","0","2","0","0","0","0","0","0","0","-2.24","111","6282","71.2","89.0","109","0"
"2024-02-13","P001","ECP","1","2","0","0","0","0","0","0","0","-2.24","130","6167","70.12","89.0","115","0"
"2024-02-14","P001","ECP","2","2","0","0","0","0","0","0","0","-2.24","179","6037","74.5","89.0","130","0"
"2024-02-15","P001","ECP","3","2","0","0","0","0","0","0","0","-2.24","133","5870","78.75","89.0","167","0"
"2024-02-16","P001","ECP","4","2","0","0","0","0","0","0","0","-2.24","102","5759","76.33","89.0","111","0"
"2024-02-17","P001","ECP","5","2","1","0","0","0","0","0","0","-2.24","108","5635","75.15","89.0","124","0"
"2024-02-18","P001","ECP","6","2","1","0","0","0","0","0","0","-2.24","129","5543","80.73","89.0","92","0"
"2024-02-19","P001","ECP","0","2","0","0","0","0","0","0","0","-2.24","125","5421","85.09","89.0","122","0"
"2024-02-20","P001","ECP","1","2","0","0","0","0","0","1","1","-1.68","133","5301","78.3","89.0","120","0"
"2024-02-21","P001","ECP","2","2","0","0","0","0","0","1","1","-1.68","261","5077","74.88","89.0","224","0"
"2024-02-22","P001","ECP","3","2","0","0","0","0","0","1","1","-1.68","282","4802","71.06","89.0","275","0"
"2024-02-23","P001","ECP","4","2","0","0","0","0","0","1","1","-1.68","274","4440","71.2","89.0","362","0"
"2024-02-24","P001","ECP","5","2","1","0","0","0","0","1","1","-1.68","291","4190","71.2","89.0","250","0"
"2024-02-25","P001","ECP","6","2","1","0","0","0","0","1","1","-1.68","142","4014","71.2","89.0","176","0"
"2024-02-26","P001","ECP","0","2","0","0","0","0","0","0","0","-2.24","115","3890","63.52","89.0","124","0"
"2024-02-27","P001","ECP","1","2","0","0","0","0","0","0","0","-2.24","102","3765","66.91","89.0","125","0"
"2024-02-28","P001","ECP","2","2","0","0","0","1","0","0","1","-1.568","155","3636","71.2","89.0","129","0"
"2024-02-29","P001","ECP","3","2","0","0","0","1","0","0","1","-1.568","112","3520","72.14","89.0","116","0"
"2024-03-01","P001","ECP","4","3","0","0","0","1","0","0","1","-1.568","121","3374","71.2","89.0","146","0"
"2024-03-02","P001","ECP","5","3","1","0","0","1","0","0","1","-1.568","153","3245","72.33","89.0","129","0"
"2024-03-03","P001","ECP","6","3","1","1","0","1","0","0","1","-2.1168","225","2831","65.78","89.0","414","0"
"2024-03-04","P001","ECP","0","3","0","0","0","1","0","0","1","-1.568","109","2711","71.2","89.0","120","0"
"2024-03-05","P001","ECP","1","3","0","0","0","1","0","0","1","-1.568","137","2587","72.36","89.0","124","0"
"2024-03-06","P001","ECP","2","3","0","0","0","1","0","0","1","-1.568","157","2444","66.45","89.0","143","0"
"2024-03-07","P001","ECP","3","3","0","0","0","1","0","0","1","-1.568","100","2308","71.2","89.0","136","0"
"2024-03-08","P001","ECP","4","3","0","0","0","1","0","0","1","-1.568","172","2153","73.94","89.0","155","0"
"2024-03-09","P001","ECP","5","3","1","0","0","1","0","0","1","-1.568","149","1987","71.21","89.0","166","0"
"2024-03-10","P001","ECP","6","3","1","0","0","1","0","0","1","-1.568","165","8548","75.07","89.0","189","0"
"2024-03-11","P001","ECP","0","3","0","0","1","1","0","0","1","-1.0192","159","8366","74.05","89.0","182","0"
"2024-03-12","P001","ECP","1","3","0","0","1","1","0","0","1","-1.0192","165","8157","71.2","89.0","209","0"
"2024-03-13","P001","ECP","2","3","0","0","1","1","0","0","1","-1.0192","219","7914","78.25","89.0","243","0"
"2024-03-14","P001","ECP","3","3","0","0","1","1","0","0","1","-1.0192","244","7688","76.38","89.0","226","0"
"2024-03-15","P001","ECP","4","3","0","0","1","1","0","0","1","-1.0192","242","7422","85.6","89.0","266","0"
"2024-03-16","P001","ECP","5","3","1","0","1","1","0","0","1","-1.0192","266","7125","82.52","89.0","297","0"
"2024-03-17","P001","ECP","6","3","1","0","1","1","0","0","1","-1.0192","271","6848","86.51","89.0","277","0"
"2024-03-18","P001","ECP","0","3","0","0","1","1","0","0","1","-1.0192","242","6622","91.24","89.0","226","0"
"2024-03-19","P001","ECP","1","3","0","0","1","1","0","0","1","-1.0192","321","6293","80.86","89.0","329","0"
"2024-03-20","P001","ECP","2","3","0","0","1","1","0","0","1","-1.0192","377","5890","75.75","89.0","403","0"
"2024-03-21","P001","ECP","3","3","0","0","1","1","0","0","1","-1.0192","348","5560","64.95","89.0","330","0"
"2024-03-22","P001","ECP","4","3","0","0","1","1","0","0","1","-1.0192","368","5101","64.31","89.0","459","0"
"2024-03-23","P001","ECP","5","3","1","0","1","1","0","0","1","-1.0192","418","4688","66.25","89.0","413","0"
"2024-03-24","P001","ECP","6","3","1","0","1","1","0","0","1","-1.0192","522","4253","71.2","89.0","435","0"
"2024-03-25","P001","ECP","0","3","0","0","1","1","0","0","1","-1.0192","378","3802","71.2","89.0","451","0"
"2024-03-26","P001","ECP","1","3","0","0","1","1","0","0","1","-1.0192","637","3223","71.2","89.0","579","0"
"2024-03-27","P001","ECP","2","3","0","0","1","1","0","0","1","-1.0192","590","2496","77.49","89.0","727","0"
"2024-03-28","P001","ECP","3","3","0","0","1","1","0","0","1","-1.0192","638","1848","74.17","89.0","648","0"
"2024-03-29","P001","ECP","4","3","0","0","1","1","0","0","1","-1.0192","634","7954","71.2","89.0","644","0"
"2024-03-30","P001","ECP","5","3","1","0","1","1","0","0","1","-1.0192","734","7286","65.85","89.0","668","0"
"2024-03-31","P001","ECP","6","3","1","0","1","1","0","0","1","-1.0192","538","6550","67.34","89.0","736","0"
"2024-04-01","P001","ECP","0","4","0","0","1","1","0","0","1","-1.0192","668","5852","72.86","89.0","698","0"
"2024-04-02","P001","ECP","1","4","0","0","1","1","0","0","1","-1.0192","975","4973","72.22","89.0","879","0"
"2024-04-03","P001","ECP","2","4","0","0","1","1","0","0","1","-1.0192","1068","3997","73.32","89.0","976","0"
"2024-04-04","P001","ECP","3","4","0","1","1","1","0","0","1","-1.3759","2054","1186","71.96","89.0","2811","0"
"2024-04-05","P001","ECP","4","4","0","0","1","1","0","0","1","-1.0192","802","7112","72.28","89.0","824","0"
"2024-04-06","P001","ECP","5","4","1","0","1","1","0","0","1","-1.0192","757","6214","72.57","89.0","898","0"
"2024-04-07","P001","ECP","6","4","1","0","1","1","0","0","1","-1.0192","1176","5135","77.23","89.0","1079","0"
"2024-04-08","P001","ECP","0","4","0","0","1","1","0","0","1","-1.0192","981","4200","81.21","89.0","935","0"
"2024-04-09","P001","ECP","1","4","0","0","1","1","0","0","1","-1.0192","1265","3295","79.06","89.0","905","0"
"2024-04-10","P001","ECP","2","4","0","0","0","0","0","0","0","-2.24","1158","2339","75.48","89.0","956","0"
"2024-04-11","P001","ECP","3","4","0","0","0","0","0","0","0","-2.24","1253","1397","71.85","89.0","942","0"
"2024-04-12","P001","ECP","4","4","0","0","0","0","0","0","0","-2.24","1163","7030","63.1","89.0","1117","0"
"2024-04-13","P001","ECP","5","4","1","0","0","0","0","0","0","-2.24","890","6149","71.2","89.0","881","0"
"2024-04-14","P001","ECP","6","4","1","0","0","0","0","0","0","-2.24","856","5491","74.28","89.0","658","0"
"2024-04-15","P001","ECP","0","4","0","0","0","0","0","0","0","-2.24","834","4906","71.5","89.0","585","0"
"2024-04-16","P001","ECP","1","4","0","0","0","0","0","0","0","-2.24","720","4154","71.2","89.0","752","0"
"2024-04-17","P001","ECP","2","4","0","0","0","0","0","0","0","-2.24","743","3364","76.15","89.0","790","0"
"2024-04-18","P001","ECP","3","4","0","0","0","0","0","0","0","-2.24","684","2744","84.38","89.0","620","0"
"2024-04-19","P001","ECP","4","4","0","0","0","0","0","0","0","-2.24","623","2286","87.2","89.0","458","0"
"2024-04-20","P001","ECP","5","4","1","0","0","0","0","0","0","-2.24","400","1885","88.03","89.0","401","0"
"2024-04-21","P001","ECP","6","4","1","0","0","0","0","0","0","-2.24","373","8261","91.71","89.0","374","0"
"2024-04-22","P001","ECP","0","4","0","0","0","0","0","0","0","-2.24","214","7994","93.89","89.0","267","0"
"2024-04-23","P001","ECP","1","4","0","0","0","0","0","0","0","-2.24","183","7814","94.59","89.0","180","0"
"2024-04-24","P001","ECP","2","4","0","0","0","0","0","0","0","-2.24","96","7708","98.62","89.0","106","0"
"2024-04-25","P001","ECP","3","4","0","0","0","0","0","0","0","-2.24","112","7590","94.36","89.0","118","0"
"2024-04-26","P001","ECP","4","4","0","0","0","0","0","0","0","-2.24","121","7443","87.37","89.0","147","0"
"2024-04-27","P001","ECP","5","4","1","0","0","0","0","0","0","-2.24","94","7342","86.82","89.0","101","0"
"2024-04-28","P001","ECP","6","4","1","0","0","0","0","0","0","-2.24","92","7225","89.8","89.0","117","0"
"2024-04-29","P001","ECP","0","4","0","0","0","0","0","0","0","-2.24","104","7123","87.73","89.0","102","0"
"2024-04-30","P001","ECP","1","4","0","0","0","0","0","0","0","-2.24","85","7013","81.36","89.0","110","0"
"2024-05-01","P001","ECP","2","5","0","0","0","0","0","0","0","-2.24","108","6888","85.89","89.0","125","0"
"2024-05-02","P001","ECP","3","5","0","0","0","0","0","0","0","-2.24","93","6799","86.46","89.0","89","0"
"2024-05-03","P001","ECP","4","5","0","0","0","0","0","0","0","-2.24","107","6701","83.69","89.0","98","0"
"2024-05-04","P001","ECP","5","5","1","0","0","0","0","0","0","-2.24","95","6599","87.77","89.0","102","0"
"2024-05-05","P001","ECP","6","5","1","1","0","0","0","0","1","-3.024","204","6173","69.01","89.0","426","0"
"2024-05-06","P001","ECP","0","5","0","0","0","0","0","0","0","-2.24","92","6073","66.59","89.0","100","0"
"2024-05-07","P001","ECP","1","5","0","0","0","0","0","0","0","-2.24","82","5956","71.2","89.0","117","0"
"2024-05-08","P001","ECP","2","5","0","0","0","0","0","0","0","-2.24","112","5845","71.2","89.0","111","0"
"2024-05-09","P001","ECP","3","5","0","0","0","0","0","0","0","-2.24","110","5767","71.2","89.0","78","0"
"2024-05-10","P001","ECP","4","5","0","0","0","0","0","0","0","-2.24","107","5665","67.06","89.0","102","0"
"2024-05-11","P001","ECP","5","5","1","0","0","0","0","0","0","-2.24","99","5572","71.2","89.0","93","0"
"2024-05-12","P001","ECP","6","5","1","0","0","0","0","0","0","-2.24","83","5495","65.92","89.0","77","0"
"2024-05-13","P001","ECP","0","5","0","0","0","0","0","0","0","-2.24","95","5396","71.88","89.0","99","0"
"2024-05-14","P001","ECP","1","5","0","0","0","0","0","0","0","-2.24","91","5308","72.45","89.0","88","0"
"2024-05-15","P001","ECP","2","5","0","0","0","0","0","0","0","-2.24","103","5229","76.07","89.0","79","0"
"2024-05-16","P001","ECP","3","5","0","0","0","0","0","0","0","-2.24","95","5134","71.67","89.0","95","0"
"2024-05-17","P001","ECP","4","5","0","0","0","0","0","0","0","-2.24","95","5028","67.14","89.0","106","0"
"2024-05-18","P001","ECP","5","5","1","0","0","0","0","0","0","-2.24","89","4952","71.53","89.0","76","0"
"2024-05-19","P001","ECP","6","5","1","0","0","0","0","0","0","-2.24","80","4876","71.2","89.0","76","0"
"2024-05-20","P001","ECP","0","5","0","0","0","0","0","0","0","-2.24","72","4804","67.65","89.0","72","0"
"2024-05-21","P001","ECP","1","5","0","0","0","0","0","0","0","-2.24","80","4715","64.95","89.0","89","0"
"2024-05-22","P001","ECP","2","5","0","0","0","0","0","0","0","-2.24","110","4583","63.46","89.0","132","0"
"2024-05-23","P001","ECP","3","5","0","0","0","0","0","0","0","-2.24","105","4458","71.2","89.0","125","0"
"2024-05-24","P001","ECP","4","5","0","0","0","0","0","0","0","-2.24","78","4341","71.2","89.0","117","0"
"2024-05-25","P001","ECP","5","5","1","0","0","0","0","0","0","-2.24","118","4226","67.3","89.0","115","0"
"2024-05-26","P001","ECP","6","5","1","0","0","0","0","0","0","-2.24","113","4142","64.42","89.0","84","0"
"2024-05-27","P001","ECP","0","5","0","0","0","0","0","0","0","-2.24","82","4048","71.2","89.0","94","0"
"2024-05-28","P001","ECP","1","5","0","0","0","0","0","0","0","-2.24","85","3969","65.54","89.0","79","0"
"2024-05-29","P001","ECP","2","5","0","0","0","0","0","0","0","-2.24","105","3884","64.71","89.0","85","0"
"2024-05-30","P001","ECP","3","5","0","0","0","0","0","0","0","-2.24","92","3768","62.92","89.0","116","0"
"2024-05-31","P001","ECP","4","5","0","0","0","0","0","0","0","-2.24","90","3652","71.2","89.0","116","0"
"2024-06-01","P001","ECP","5","6","1","0","0","0","0","0","0","-2.24","99","3574","63.56","89.0","78","0"
"2024-06-02","P001","ECP","6","6","1","0","0","0","0","0","0","-2.24","107","3491","71.2","89.0","83","0"
"2024-06-03","P001","ECP","0","6","0","0","0","0","0","0","0","-2.24","93","3398","72.7","89.0","93","0"
"2024-06-04","P001","ECP","1","6","0","0","0","0","0","0","0","-2.24","89","3290","65.69","89.0","108","0"
"2024-06-05","P001","ECP","2","6","0","0","0","0","0","0","0","-2.24","96","3187","71.2","89.0","103","0"
"2024-06-06","P001","ECP","3","6","0","1","0","0","0","0","1","-3.024","193","2639","70.8","89.0","548","0"
"2024-06-07","P001","ECP","4","6","0","0","0","0","0","0","0","-2.24","84","2532","75.12","89.0","107","0"
"2024-06-08","P001","ECP","5","6","1","0","0","0","0","0","0","-2.24","75","2466","75.23","89.0","66","0"
"2024-06-09","P001","ECP","6","6","1","0","0","0","0","0","0","-2.24","76","2377","71.2","89.0","89","0"
"2024-06-10","P001","ECP","0","6","0","0","0","0","0","0","0","-2.24","73","2274","64.73","89.0","103","0"
"2024-06-11","P001","ECP","1","6","0","0","0","0","0","0","0","-2.24","112","2182","71.85","89.0","92","0"
"2024-06-12","P001","ECP","2","6","0","0","0","0","0","0","0","-2.24","78","2095","71.2","89.0","87","0"
"2024-06-13","P001","ECP","3","6","0","0","0","0","0","0","0","-2.24","87","8750","74.22","89.0","95","0"
"2024-06-14","P001","ECP","4","6","0","0","0","0","0","0","0","-2.24","70","8643","71.2","89.0","107","0"
"2024-06-15","P001","ECP","5","6","1","0","0","0","0","0","0","-2.24","103","8556","71.2","89.0","87","0"
"2024-06-16","P001","ECP","6","6","1","0","0","0","0","0","0","-2.24","75","8490","71.2","89.0","66","0"
"2024-06-17","P001","ECP","0","6","0","0","0","0","0","0","0","-2.24","123","8383","63.15","89.0","107","0"
"2024-06-18","P001","ECP","1","6","0","0","0","0","0","0","0","-2.24","80","8300","71.2","89.0","83","0"
"2024-06-19","P001","ECP","2","6","0","0","0","0","0","0","0","-2.24","106","8205","67.95","89.0","95","0"
"2024-06-20","P001","ECP","3","6","0","0","0","0","0","0","0","-2.24","88","8087","65.48","89.0","118","0"
"2024-06-21","P001","ECP","4","6","0","0","0","0","0","0","0","-2.24","95","7978","71.2","89.0","109","0"
"2024-06-22","P001","ECP","5","6","1","0","0","0","0","0","0","-2.24","57","7910","71.2","89.0","68","0"
"2024-06-23","P001","ECP","6","6","1","0","0","0","0","0","0","-2.24","69","7835","71.2","89.0","75","0"
"2024-06-24","P001","ECP","0","6","0","0","0","0","0","0","0","-2.24","96","7747","76.05","89.0","88","0"
"2024-06-25","P001","ECP","1","6","0","0","0","0","0","0","0","-2.24","107","7657","73.5","89.0","90","0"
"2024-06-26","P001","ECP","2","6","0","0","0","0","0","0","0","-2.24","100","7526","78.93","89.0","131","0"
"2024-06-27","P001","ECP","3","6","0","0","0","0","0","0","0","-2.24","103","7426","76.37","89.0","100","0"
"2024-06-28","P001","ECP","4","6","0","0","0","0","0","0","0","-2.24","90","7322","75.47","89.0","104","0"
"2024-06-29","P001","ECP","5","6","1","0","0","0","0","0","0","-2.24","102","7227","77.81","89.0","95","0"
"2024-06-30","P001","ECP","6","6","1","0","0","0","0","0","0","-2.24","84","7140","77.41","89.0","87","0"
"2024-07-01","P001","ECP","0","7","0","0","0","0","0","0","0","-2.24","73","7056","79.49","89.0","84","0"
"2024-07-02","P001","ECP","1","7","0","0","0","0","0","0","0","-2.24","100","6970","82.48","89.0","86","0"
"2024-07-03","P001","ECP","2","7","0","0","0","0","0","0","0","-2.24","88","6894","85.73","89.0","76","0"
"2024-07-04","P001","ECP","3","7","0","0","0","0","0","0","0","-2.24","70","6789","90.68","89.0","105","0"
"2024-07-05","P001","ECP","4","7","0","0","0","0","0","0","0","-2.24","115","6706","83.87","89.0","83","0"
"2024-07-06","P001","ECP","5","7","1","0","0","0","0","0","0","-2.24","71","6627","80.53","89.0","79","0"
"2024-07-07","P001","ECP","6","7","1","1","0","0","0","0","1","-3.024","145","6259","66.88","89.0","368","0"
"2024-07-08","P001","ECP","0","7","0","0","0","0","0","0","0","-2.24","83","6168","71.2","89.0","91","0"
"2024-07-09","P001","ECP","1","7","0","0","0","0","0","0","0","-2.24","78","6103","65.12","89.0","65","0"
"2024-07-10","P001","ECP","2","7","0","0","0","0","0","0","0","-2.24","84","6028","71.2","89.0","75","0"
"2024-07-11","P001","ECP","3","7","0","0","0","0","0","0","0","-2.24","106","5927","71.2","89.0","101","0"
"2024-07-12","P001","ECP","4","7","0","0","0","0","0","0","0","-2.24","85","5839","72.21","89.0","88","0"
"2024-07-13","P001","ECP","5","7","1","0","0","0","0","0","0","-2.24","73","5768","71.07","89.0","71","0"
"2024-07-14","P001","ECP","6","7","1","0","0","0","0","0","0","-2.24","74","5703","71.2","89.0","65","0"
"2024-07-15","P001","ECP","0","7","0","0","0","0","0","0","0","-2.24","96","5598","71.2","89.0","105","0"
"2024-07-16","P001","ECP","1","7","0","0","0","0","0","0","0","-2.24","87","5519","72.64","89.0","79","0"
"2024-07-17","P001","ECP","2","7","0","0","0","0","0","0","0","-2.24","70","5426","71.2","89.0","93","0"
"2024-07-18","P001","ECP","3","7","0","0","0","0","0","0","0","-2.24","91","5329","74.56","89.0","97","0"
"2024-07-19","P001","ECP","4","7","0","0","0","0","0","0","0","-2.24","79","5251","80.74","89.0","78","0"
"2024-07-20","P001","ECP","5","7","1","0","0","0","0","0","0","-2.24","95","5175","67.64","89.0","76","0"
"2024-07-21","P001","ECP","6","7","1","0","0","0","0","0","0","-2.24","73","5110","72.94","89.0","65","0"
"2024-07-22","P001","ECP","0","7","0","0","0","0","0","0","0","-2.24","82","5043","71.2","89.0","67","0"
"2024-07-23","P001","ECP","1","7","0","0","0","0","0","0","0","-2.24","81","4948","71.2","89.0","95","0"
"2024-07-24","P001","ECP","2","7","0","0","0","0","0","0","0","-2.24","95","4837","71.2","89.0","111","0"
"2024-07-25","P001","ECP","3","7","0","0","0","0","0","0","0","-2.24","105","4752","71.2","89.0","85","0"
"2024-07-26","P001","ECP","4","7","0","0","0","0","0","0","0","-2.24","91","4652","71.2","89.0","100","0"
"2024-07-27","P001","ECP","5","7","1","0","0","0","0","0","0","-2.24","60","4572","73.35","89.0","80","0"
"2024-07-28","P001","ECP","6","7","1","0","0","0","0","0","0","-2.24","101","4464","73.35","89.0","108","0"
"2024-07-29","P001","ECP","0","7","0","0","0","0","0","0","0","-2.24","70","4373","71.2","89.0","91","0"
"2024-07-30","P001","ECP","1","7","0","0","0","0","0","0","0","-2.24","87","4299","73.84","89.0","74","0"
"2024-07-31","P001","ECP","2","7","0","0","0","0","0","0","0","-2.24","94","4197","71.2","89.0","102","0"
"2024-08-01","P001","ECP","3","8","0","0","0","0","0","0","0","-2.24","102","4111","73.97","89.0","86","0"
"2024-08-02","P001","ECP","4","8","0","0","0","0","0","0","0","-2.24","105","4015","71.2","89.0","96","0"
"2024-08-03","P001","ECP","5","8","1","0","0","0","0","0","0","-2.24","96","3909","71.2","89.0","106","0"
"2024-08-04","P001","ECP","6","8","1","0","0","0","0","0","0","-2.24","77","3824","68.98","89.0","85","0"
"2024-08-05","P001","ECP","0","8","0","0","0","0","0","0","0","-2.24","90","3735","71.2","89.0","89","0"
"2024-08-06","P001","ECP","1","8","0","0","0","0","0","0","0","-2.24","68","3643","66.34","89.0","92","0"
"2024-08-07","P001","ECP","2","8","0","0","0","0","0","0","0","-2.24","93","3555","71.8","89.0","88","0"
"2024-08-08","P001","ECP","3","8","0","1","0","0","0","0","1","-3.024","240","3184","63.52","89.0","371","0"
"2024-08-09","P001","ECP","4","8","0","0","0","0","0","0","0","-2.24","74","3106","71.2","89.0","78","0"
"2024-08-10","P001","ECP","5","8","1","0","0","0","0","0","0","-2.24","62","3030","71.98","89.0","76","0"
"2024-08-11","P001","ECP","6","8","1","0","0","0","0","0","0","-2.24","59","2958","71.2","89.0","72","0"
"2024-08-12","P001","ECP","0","8","0","0","0","0","0","0","0","-2.24","100","2865","71.2","89.0","93","0"
"2024-08-13","P001","ECP","1","8","0","0","0","0","0","0","0","-2.24","128","2734","65.18","89.0","131","0"
"2024-08-14","P001","ECP","2","8","0","0","0","0","0","0","0","-2.24","108","2625","71.2","89.0","109","0"
"2024-08-15","P001","ECP","3","8","0","0","0","0","0","0","0","-2.24","100","2533","71.77","89.0","92","0"
"2024-08-16","P001","ECP","4","8","0","0","0","0","0","0","0","-2.24","89","2445","73.55","89.0","88","0"
"2024-08-17","P001","ECP","5","8","1","0","0","0","0","0","0","-2.24","78","2367","67.76","89.0","78","0"
"2024-08-18","P001","ECP","6","8","1","0","0","0","0","0","0","-2.24","90","2268","71.2","89.0","99","0"
"2024-08-19","P001","ECP","0","8","0","0","0","0","0","0","0","-2.24","79","2185","71.2","89.0","83","0"
"2024-08-20","P001","ECP","1","8","0","0","0","0","0","0","0","-2.24","68","2086","62.73","89.0","99","0"
"2024-08-21","P001","ECP","2","8","0","0","0","0","0","0","0","-2.24","89","8768","71.2","89.0","68","0"
"2024-08-22","P001","ECP","3","8","0","0","0","0","0","0","0","-2.24","113","8668","71.2","89.0","100","0"
"2024-08-23","P001","ECP","4","8","0","0","0","0","0","0","0","-2.24","100","8573","77.38","89.0","95","0"
"2024-08-24","P001","ECP","5","8","1","0","0","0","0","0","0","-2.24","80","8460","79.3","89.0","113","0"
"2024-08-25","P001","ECP","6","8","1","0","0","0","0","0","0","-2.24","99","8377","78.11","89.0","83","0"
"2024-08-26","P001","ECP","0","8","0","0","0","0","0","0","0","-2.24","82","8276","74.67","89.0","101","0"
"2024-08-27","P001","ECP","1","8","0","0","0","0","0","0","0","-2.24","99","8185","71.1","89.0","91","0"
"2024-08-28","P001","ECP","2","8","0","0","0","0","0","0","0","-2.24","87","8087","72.27","89.0","98","0"
"2024-08-29","P001","ECP","3","8","0","0","0","0","0","0","0","-2.24","95","8019","73.27","89.0","68","0"
"2024-08-30","P001","ECP","4","8","0","0","0","0","0","0","0","-2.24","105","7933","75.38","89.0","86","0"
"2024-08-31","P001","ECP","5","8","1","0","0","0","0","0","0","-2.24","111","7840","75.18","89.0","93","0"
"2024-09-01","P001","ECP","6","9","1","0","0","0","0","0","0","-2.24","89","7756","68.77","89.0","84","0"
"2024-09-02","P001","ECP","0","9","0","0","0","0","0","0","0","-2.24","101","7666","71.2","89.0","90","0"
"2024-09-03","P001","ECP","1","9","0","0","0","0","0","0","0","-2.24","79","7569","68.41","89.0","97","0"
"2024-09-04","P001","ECP","2","9","0","0","0","0","0","0","0","-2.24","86","7480","67.32","89.0","89","0"
"2024-09-05","P001","ECP","3","9","0","0","0","0","0","0","0","-2.24","126","7341","66.59","89.0","139","0"
"2024-09-06","P001","ECP","4","9","0","0","0","0","0","0","0","-2.24","89","7249","71.92","89.0","92","0"
"2024-09-07","P001","ECP","5","9","1","0","0","0","0","0","0","-2.24","92","7137","63.58","89.0","112","0"
"2024-09-08","P001","ECP","6","9","1","0","0","0","0","0","0","-2.24","102","7031","71.2","89.0","106","0"
"2024-09-09","P001","ECP","0","9","0","1","0","0","0","0","1","-3.024","308","6389","70.55","89.0","642","0"
"2024-09-10","P001","ECP","1","9","0","0","0","0","0","0","0","-2.24","82","6302","75.2","89.0","87","0"
"2024-09-11","P001","ECP","2","9","0","0","0","0","0","0","0","-2.24","94","6217","79.27","89.0","85","0"
"2024-09-12","P001","ECP","3","9","0","0","0","0","0","0","0","-2.24","94","6109","78.93","89.0","108","0"
"2024-09-13","P001","ECP","4","9","0","0","0","0","0","0","0","-2.24","95","5997","83.54","89.0","112","0"
"2024-09-14","P001","ECP","5","9","1","0","0","0","0","0","0","-2.24","104","5919","79.29","89.0","78","0"
"2024-09-15","P001","ECP","6","9","1","0","0","0","0","0","0","-2.24","84","5856","78.95","89.0","63","0"
"2024-09-16","P001","ECP","0","9","0","0","0","0","0","0","0","-2.24","97","5752","78.78","89.0","104","0"
"2024-09-17","P001","ECP","1","9","0","0","0","0","0","0","0","-2.24","116","5668","74.37","89.0","84","0"
"2024-09-18","P001","ECP","2","9","0","0","0","0","0","0","0","-2.24","86","5563","76.17","89.0","105","0"
"2024-09-19","P001","ECP","3","9","0","0","0","0","0","0","0","-2.24","104","5476","71.51","89.0","87","0"
"2024-09-20","P001","ECP","4","9","0","0","0","0","0","0","0","-2.24","106","5360","71.2","89.0","116","0"
"2024-09-21","P001","ECP","5","9","1","0","0","0","0","0","0","-2.24","94","5263","71.52","89.0","97","0"
"2024-09-22","P001","ECP","6","9","1","0","0","0","0","0","0","-2.24","71","5171","74.29","89.0","92","0"
"2024-09-23","P001","ECP","0","9","0","0","0","0","0","0","0","-2.24","88","5099","70.26","89.0","72","0"
"2024-09-24","P001","ECP","1","9","0","0","0","0","0","0","0","-2.24","116","4968","71.2","89.0","131","0"
"2024-09-25","P001","ECP","2","9","0","0","0","0","0","0","0","-2.24","99","4846","69.49","89.0","122","0"
"2024-09-26","P001","ECP","3","9","0","0","0","0","0","0","0","-2.24","112","4720","68.51","89.0","126","0"
"2024-09-27","P001","ECP","4","9","0","0","0","0","0","0","0","-2.24","99","4627","78.6","89.0","93","0"
"2024-09-28","P001","ECP","5","9","1","0","0","0","0","0","0","-2.24","127","4532","74.26","89.0","95","0"
"2024-09-29","P001","ECP","6","9","1","0","0","0","0","0","0","-2.24","77","4430","79.87","89.0","102","0"
"2024-09-30","P001","ECP","0","9","0","0","0","0","0","0","0","-2.24","69","4345","78.92","89.0","85","0"
"2024-10-01","P001","ECP","1","10","0","0","0","0","0","0","0","-2.24","117","4218","77.3","89.0","127","0"
"2024-10-02","P001","ECP","2","10","0","0","0","0","0","0","0","-2.24","101","4112","71.25","89.0","106","0"
"2024-10-03","P001","ECP","3","10","0","0","0","0","0","0","0","-2.24","146","4014","72.05","89.0","98","0"
"2024-10-04","P001","ECP","4","10","0","0","0","0","0","0","0","-2.24","103","3882","77.05","89.0","132","0"
"2024-10-05","P001","ECP","5","10","1","0","0","0","0","0","0","-2.24","96","3770","65.94","89.0","112","0"
"2024-10-06","P001","ECP","6","10","1","0","0","0","0","0","0","-2.24","80","3704","71.2","89.0","66","0"
"2024-10-07","P001","ECP","0","10","0","0","0","0","0","0","0","-2.24","74","3617","71.2","89.0","87","0"
"2024-10-08","P001","ECP","1","10","0","0","0","0","0","0","0","-2.24","95","3521","71.2","89.0","96","0"
